,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
5517,"City of Brundidge, Alabama (Utility Company)",2423,Commercial,539f75c5ec4f024411ed1817,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc491ec4f024c27d8c82f,Commercial,Applicable for lighting and other domestic services used by single-family residences and individual family apartments. Service shall not be resold or shared with others except that when two or more family dwelling units are served through a single meter.,www.brundidge.org/vertical/sites/%7B18AC22F3-9AFC-4CEA-8157-49C1BF20E362%7D/uploads/%7BE4D06463-89D0-40CE-BB83-D65164BC6D6D%7D.DOC,50,0,,,Secondary,Single and 3-Phase
5523,"City of Udall, Kansas (Utility Company)",19344,Commercial,539f75d4ec4f024411ed1845,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75d4ec4f024411ed1845,Commercial,"Service to recognized boarding homes, rooming houses, apartments, schools, churches, and establishments of a commercial nature, including single-phase motor or power requirements up to a total of five horsepower and measured through to one meter and not resold.",http://siterepository.s3.amazonaws.com/00179200911090440052018.pdf,,,,,,
5525,"City of Lumberton, North Carolina (Utility Company)",11318,Small commercial service schedule G1 - Single Phase,539f75d4ec4f024411ed1849,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75d4ec4f024411ed1849,Commercial,"(a) This schedule is available for electric service (1) used by a commercial or industrial business; (2) used by a church or school; and (3) for any other use not specifically excluded by the provisions hereof when the city does not own equipment, other than meters and metering equipment, on customer's side of the point of delivery and when customer has a contract demand of 30 kW or less, until the customer's registered demand exceeds 35 kW in two or more of the preceding 12 months, or until the customer's registered demand equals or exceeds 50 kW.


(b) This schedule is not available: (1) for residential service; (2) for resale service; (3) for a contract demand of more than 30 kW; (4) whenever the monthly registered demand exceeds 35 kW in two or more of the preceding 12 months; or (5) whenever the monthly registered demand equals or exceeds 50 kW. (Ord. No. 1482, 12-12-94)",http://www.ci.lumberton.nc.us/index.php?option=com_content&view=article&id=98:psutilrates&catid=57:pubserv&Itemid=116,,,,,,
5527,"City of Smithville, Tennessee (Utility Company)",17452,GSA-3,539f75d4ec4f024411ed184f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d4ec4f024411ed184f,Commercial,,ISU Archive,,,,,,
5528,Alaska Electric Light&Power Co,213,Small Commercial with Demand,539f75d4ec4f024411ed1853,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d4ec4f024411ed1853,Commercial,**Flat rate Adjustments = Regulatory Cost Charge + Power Cost Adjustment.,http://www.aelp.com/Rates/ourrates.htm,,,,,,
5530,Rappahannock Electric Coop,40228,B-3 General Service,5672e0dc5457a328637bbfb3,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5672e0dc5457a328637bbfb3,Commercial,,http://www.myrec.coop/content-documents/Schedule%20B-3.pdf,200,,,,Secondary,Single Phase
5531,"City of Horton, Kansas (Utility Company)",8871,Regular Commercial Rate -  Inside City Limits,539f75d4ec4f024411ed185f,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75d4ec4f024411ed185f,Commercial,"Available to nonresidential consumers who use less than 250,000 kWh annually.",Ted Binder 2,,,,,,
5533,"City of Stanhope, Iowa (Utility Company)",27269,Commercial Rate #5 (three Phase) Composite Rate,539f75d4ec4f024411ed1867,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75d4ec4f024411ed1867,Commercial,there is a composite and a tiered rate.,"See IRPS Binder ""A""",,,,,,3-Phase
5539,"United Electric Coop, Inc",22646,Single-Phase Town,539f75d5ec4f024411ed1879,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed1879,Commercial,,http://www.ueci.coop/content/rates-charges-0,,,,,Secondary,Single Phase
5541,"Wheatland Rural Elec Assn, Inc",20506,General Service Time-of-Day- Three-Phase,539f75d5ec4f024411ed187f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed187f,Commercial,"Fixed Monthly charge is an average of the Winter Facilities charge of $49.20 for 6 months plus the Summer Facilities charge of $44.20 for 6 months, $560.4, divided by 12 months, $46.70.",http://psc.state.wy.us/htdocs/tariffs/wy_whe1/0001a.pdf,,,,,,3-Phase
5544,"City of Arma, Kansas (Utility Company)",832,Commercial Three-Phase Demand Rate,539f75d5ec4f024411ed188b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed188b,Commercial,Applies to commercial customers with a three-phase service,Ted Binder 2,,,,,,
5546,"La Plata Electric Assn, Inc",10539,"Large Commercial, Three Phase",539f75d5ec4f024411ed189b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed189b,Commercial,* minimum bill = $75.00,http://www.lpea.com/services/rates.html,,,,,,
5547,"Wheatland Electric Coop, Inc (Colorado)",20510,Local Access Delivery Service (11-LAC),539f75d5ec4f024411ed189f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed189f,Commercial,"*Applies to the Counties of Kingman, Sedgwick, Harper, Sumner & the City of Great Bend.
*For delivery to wholesale (sales for resale) customers over MKEC's 34.5 kV (or other available lower primary voltage) subtransmission/distribution system.",http://weci.coopwebbuilder.com/sites/weci.coopwebbuilder.com/files/11-lac.pdf,,,,,,
5551,Singing River Elec Pwr Assn (Mississippi),17252,Commercial Small General Service Multi-Phase,539f75d5ec4f024411ed18b3,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed18b3,Commercial,"*Subject to power cost adjustment, tax expense adjustment, and an environmental compliance charge.
*Minimum monthly bill is $40.00",http://www.singingriver.com/Files/SGS%203-3.pdf,25,,,,,3-Phase
5552,Appalachian Electric Coop,727,Commercial General Power rate (part 2)-single phase transformer rated metering,539f75d5ec4f024411ed18bb,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed18bb,Commercial,"Greater than 50 KW or 15,000 Kwh,
but less than 1,000 KW

* Rates change every month.",http://aecoop.org/Files/2012_AUGUST.pdf,,,,,,
5553,"City of Bloomfield, Iowa (Utility Company)",1869,Commercial Light and Power,539f75d5ec4f024411ed18cf,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75d5ec4f024411ed18cf,Commercial,"The rules and regulations for electric service are contained in the City of Bloomfield Electric Tariff, on file with the Utilities Division of the Iowa Department of Commerce.",http://www.cityofbloomfield.org/index.php?option=com_rubberdoc&view=category&id=18&Itemid=30,,,,,,
5559,Sioux Valley SW Elec Coop,17267,Commercial General Service - Three Phase,539f75e5ec4f024411ed18ed,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fb538ec4f024bc1dbf2a9,Commercial,"*This service is available to commercial and industrial customers, schools, churches and community halls averaging less than 50 KW demand in a calendar year, for all uses, subject to established rules and regulations of the Cooperative.",http://www.siouxvalleyenergy.com/files/pdf/2013Rates.pdf,50,0,,,Secondary,3-Phase
5561,"City of Ellinwood, Kansas (Utility Company)",5802,Commercial Rate,539f75e5ec4f024411ed18fb,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e5ec4f024411ed18fb,Commercial,,Ted Binder 2,,,,,,
5565,"City of Gilman City, Missouri (Utility Company)",7200,Commercial,539f75e6ec4f024411ed190d,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed190d,Commercial,,ISU Documentation,,,,,,
5567,"Town of Benson, North Carolina (Utility Company)",1571,Small General Commercial,539f75e6ec4f024411ed1915,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed1915,Commercial,,http://www.townofbenson.com/Town-Departments.html,,,,,,
5570,Elmhurst Mutual Power & Light Co,5832,Class 2 -General Service 1 Single Phase,539f75e6ec4f024411ed1927,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed1927,Commercial,Non-demand services and demand services with peak demand less than 30 kw for at least 7 months within a year's period.,http://www.elmhurstmutual.org/content/rates-fees,,,,,Secondary,Single Phase
5573,"City of Brewster, Minnesota (Utility Company)",2206,Commercial 2,539f75e6ec4f024411ed192f,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed192f,Commercial,,ISU Archives,,,,,,
5575,"City of Forest Grove, Oregon (Utility Company)",6582,GENERAL SERVICE SINGLE PHASE,539f75e6ec4f024411ed193f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed193f,Commercial,,http://www.forestgrove-or.gov/city-hall/light-a-power-service-rates.html,,,,,,Single Phase
5576,"City of Williston, Florida (Utility Company)",20735,Commercial Large Demand,539f75e6ec4f024411ed1945,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed1945,Commercial,,Rate Binder Kelly 2 ISU Documentation,,,,,,
5577,"Town of Danvers, Massachusetts (Utility Company)",5480,DEMAND GENERAL SERVICE RATE G-2,539f75e6ec4f024411ed1947,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed1947,Commercial,,http://www.danvers.govoffice.com/index.asp?Type=B_BASIC&SEC={A9FEA30E-D518-4215-A5B1-C38E40BB92AE},,,,,,
5578,Kissimmee Utility Authority,10376,GENERAL SERVICE,539f75e6ec4f024411ed1949,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed1949,Commercial,"GENERAL SERVICE (GS)


To any customer not classified as Residential for lighting
and power whose energy consumption does NOT exceed 5,000 kWh per
month for two (2) consecutive months and whose measured demand is
less than 50 kW in the same period. Also available to sports or athletic
fields operated by organizations which are non-commercial in nature
whose energy consumption has exceeded 5,000 kWh per month.

Single (1) or three (3) phase, 60 cycles and
approximately 120 volts or higher, at the Utility's option.

*FUEL/CONSERVATION ADJUSTMENT - Cost of Power and Conservation
Adjustment (COPCA) and other applicable charges.",http://www.kua.com/Rates/2011-Electric-Rates.pdf,,,,,,
5579,Central Wisconsin Elec Coop,3293,Small General Service,539f75e6ec4f024411ed194d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed194d,Commercial,A PCA charge will be applied to all rates. This PCA may Change based on Purchase Power Costs. All electric rates subject to the addition of 5% Wisconsin sales tax and ½% county tax when applicable. Past due balances are charged at the rate of 1 ½% per month. Should rates listed here not reflect the official rates posted at the Cooperative's Headquarters the official rates shall prevail.,http://cwecoop.coopwebbuilder.com/sites/cwecoop.coopwebbuilder.com/files/rates_2014.pdf,75,,,,,
5580,"City of Southport, North Carolina (Utility Company)",17668,Commercial (C - 01),539f75e6ec4f024411ed1955,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed1955,Commercial,* ENERGY COST ADJUSTMENT: http://www.cityofsouthport.com/modules/showdocument.aspx?documentid=184,http://www.cityofsouthport.com/index.aspx?page=88,,,,,,
5582,Wabash County Rural E M C,19887,Large Power Service over 100KW,539f75e6ec4f024411ed195d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed195d,Commercial,"Availability
Available for all general power uses, with a metered peak demand greater than 100 KW.
Character of Service
The type of service rendered under this rate schedule shall be alternating current, sixty (60)
Hertz, single-phase or three-phase at a voltage agreed upon by Wabash County REMC.
***The above rates are subject to purchased power cost tracking adjustments as charged to Wabash County REMC by its power supplier.",http://www.wabashremc.com/wp-content/uploads/2012/01/Large-Power-Rate.pdf,,100,,,,Single and 3-Phase
5583,Cornhusker Public Power Dist,4373,Monthly Farm Residential and Commercial Three-Phase Rural Service (Husker Steel),539f75e6ec4f024411ed195f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e6ec4f024411ed195f,Commercial,"*Max single-phase motor size -10hp.
*Max three-phase motor size -125hp
*Irrigation pumps over 10hp will be classified as irrigation and separately metered.",Ilinois State University Rate binder # 10,200,,,,,Single and 3-Phase
5584,"City of Poplar Bluff, Missouri (Utility Company)",15229,Commercial Demand,55e0bc3a5457a3ca15687723,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/55e0bc3a5457a3ca15687723,Commercial,"Applicable to all purposes of commercial customers, inclusive of lighting, air conditioning, refrigeration, commercial water heating, appliances and power uses. 

Does not include any Gross Receipts Tax; The Purchase Power and Fuel Adjustment Clause are applicable to all charges under this schedule.",http://www.pbutilities.com/files/services_electric.pdf,,,,,,
5586,"Superior Water, Light and Power Co",18336,General Service Demand (Three-Phase) EC3,539f75e7ec4f024411ed196b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed196b,Commercial,"To all electric service supplied to any residential, commercial or industrial customer for lighting, power and other purposes, with metered loads greater than 25 kW but less than 500 kW.",http://www.swlp.com/customer_service/rates/doc/swlp_ratebook.pdf,500,25,,,,3-Phase
5587,"Town of Hobgood, North Carolina (Utility Company)",8677,Commercial rate,539f75e7ec4f024411ed196f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed196f,Commercial,,http://www.townofhobgood.com/taxes.htm,,,,,,
5589,"Town of Black Creek, North Carolina (Utility Company)",202,GS5 Commercial/Demand,539f75e7ec4f024411ed197b,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed197b,Commercial,,ISU Documentation Rate Binder Ted 3,,,,,,
5591,"City of Cambridge, Nebraska (Utility Company)",2888,Three Phase Service,539f75e7ec4f024411ed1983,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed1983,Commercial,,ISU Documentation,,,,,,
5592,"City of La Grange, Texas (Utility Company)",10532,Schedule LP-2: Large commercial and industrial.,539f75e7ec4f024411ed1993,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed1993,Commercial,Application. The large commercial and industrial rate shall be applicable to all commercial and industrial customers where service is taken through one meter at one point of delivery and where the kilowatt demand exceeds 500 KW.,http://z2codes.franklinlegal.net/franklin/Z2Browser2.html?showset=lagrangeset,,,,,,
5594,"City of Mansfield, Georgia (Utility Company)",11587,Commercial Electric Rates,539f75e7ec4f024411ed199d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed199d,Commercial,"Fixed monthly charge includes 15 KWh rates.
the total electricity charges equals the total energy charges and power cost adjustment ($0.034",Illinois State University,,,,,,
5595,"City of West Point, Nebraska (Utility Company)",20397,General Service Single Phase,539f75e7ec4f024411ed19a1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75e7ec4f024411ed19a1,Commercial,,http://www.ci.west-point.ne.us/utilitiesrates.htm,,,,,,Single Phase
5596,"City of Elk Point, South Dakota (Utility Company)",5771,Large Power Rate,539f75f6ec4f024411ed19bd,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75f6ec4f024411ed19bd,Commercial,,ISU Documentation,,,,,,
5601,Brainerd Public Utilities,2138,Large Power (Distribution) 2% Increase,539f75f7ec4f024411ed19ff,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f75f7ec4f024411ed19ff,Commercial,"The entire electric service requirements on the customer's premises must be delivered at one point and metered at (or compensated to) the voltage of delivery. This rate shall apply for all customers having a demand in any month in excess of 250 kW.

*Service will be metered at (or compensated) the service voltage. The metered kWh (or compensated kWh) will be used in invoicing. Metering at a voltage lower than the service voltage will be compensated for losses by adding 2% to the registered kWh.",http://www.bpu.org/PDF%20FILES/Rate%20information%20and%20increases/ELECTRIC%20SERVICE%20RATES-12-01-2011.pdf,,,,,,
